,Questions,Correct,A,B,C,D
152,"Can you take a picture of a person with a wooden leg?
",No,No,Yes,,
153,"Is it  possible to name three consecutive days without using the words Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, or Sunday?
",Yes,Yes,No,,
154,"You are on a ship and over the side hangs a rope ladder with one foot rungs. The tide rises a one foot per hour. At the end of five hours, how much of the ladder will remain above the water assuming that 12 rungs were above the water when the tide began to rise?
",12 rungs,none,7 rungs,5 rungs,12 rungs
155,"This is a gun dog breed which is subdivided into Springer, Cocker, Cavalier King Charles, etc.
",Spaniel,Collie,Spaniel,Labrador,Alsatian
156,"What family of animals has species called Oryx, Duiker, Dik-dik and Impala?
",Antelope,Llamas,Antelope,Deer,Buffalo
157,"What is the only venomous snake native to the British Isles?
",Adder,Fox Snake,Bog Viper,Pembrokeshire Whip-snake,Adder
158,"This animal, also known as Suricate, is a member of the mongoose family. It has a long, thin tail which is used for balance when standing on hind legs. It lives underground in colonies of up to 30 individuals that operate an early warning system where sentries stand guard beside the burrow entrances and warn of approaching danger from predators.
",Meerkat,Meerkat,Marmoset,Aye-aye,Jackrabbit
159,"This majestic bird can be golden, bald and tawny. One of the species is a symbol of the United States of America.
",Eagle,Cuckoo,Eagle,Vulture,Owl
160,"What is the name of the white crystalline sugar found in wood and straw?
",Xylose,Xylene,Xylem,Xylose,Xenon
161,"What is the name of the characters that have appeared in Brian Herberts Legends of Dune universe, Disneys Aladdin and the video game System Shock 2?
",Xerxes,Xebec,Xeric,Xerxes,Xhosa
162,"What X-word means a colourless, flammable liquid ingredient used to make synthetic resins, dyes and insecticides?
",Xylene,Xylose,Xylem,Xylene,Xenon
163,"Is xenophobia a fear of artificial lights?
",No,No,Yes,,
164,"What plant tissue conducts water and mineral salts from its roots to other parts of the plant and also provides mechanical support?
",Xylem,Xylose,Xylene,Xebec,Xylem
165,"Which word refers to a colourless, odourless gaseous element that occurs in trace amounts in air?
",Xenon,Xylose,Xenon,Xanthene,Xylene
166,"Were X-rays at one time proposed to be called R̦ntgen rays?
",Yes,Yes,No,,
167,"When you add 55 and 45 the sum is 100. When you add 65 and 35 the sum is also 100. But which is greater: 55 multiplied by 45 or 65 multiplied by 35?
",55 multiplied by 45,55 multiplied by 45,They are equal.,65 multiplied by 35,None of these
168,"Two doctors and two mothers went to an ice cream shop. Each one of them ordered different flavors. The waiter then gave them one chocolate, one vanilla, and one strawberry and everybody on the table had an ice cream. Is this possible?
",Yes,No,Yes,,
169,"Two children were on their way to school, when they began to question what day of the week it was. They were so confused in their reckoning that one of them gave the following riddle to help sort the matter out: When the day after tomorrow is yesterday, then today will be as far from Sunday as that day was which was today when the day before yesterday was tomorrow!
", which day of the week were the children heading to school?,Sunday,Saturday,Sunday,Friday
170,"We know very little about the life of the mathematician Diophantus (called the father of algebra) except that he lived around the year 250 B.C. Due to one admirer of his, who described his life by the means of an algebraic riddle, we can at least determine his age at death:
",ophantuss youth lasted 1/6 of his life. He had his first beard in the next 1/12 of his life. At the end of the following 1/7 of his life Diophantus got married. Five years from then his son was born. His son lived exactly 1/2 of Diophantuss life. Diophantus died 4 years after the death of his son.,w long did Diophantus live?,84 years,84 years,96 years
171,"Three goddesses were sitting in an old Indian temple. Their names were Truth (who always tells the truth), Lie (who is always lying) and Wisdom (who sometimes lies). In order to figure out which goddess was which you posed the following questions to each:
",king the left one: Who is sitting next to you?,"uth, she answered.",king the middle one: Who are you?,sdom.,d at last question for the right one: Who is your neighbor?
172,"m left to right in what order are goddesses sitting?
",1. Wisdom 2. Lie 3. Truth,1. Wisdom 2. Truth 3. Lie,1. Lie 2.Truth 3. Wisdom,1. Wisdom 2. Lie 3. Truth,1. Truth 2. Lie 3. Wisdom
173,"There are two kinds of people who live on a mysterious island. They are the so-called Honestants, who always speak the truth, and the others are the Swindlecants, who always lie.
",,"visitor to the island went to a local pub and had a few drinks. When he was ready to leave he asked the bartender how much he owed. The bartender told him the total for his bill. It was quite expensive, so he asked the bartender if he spoke the truth. But the visitor did not hear the whispered answer so he asked a man sitting next to him about it. And the man said: The bartender said yes, but he is a big liar.",,,
174,"isitor to the island went to a local pub and had a few drinks. When he was ready to leave he asked the bartender how much he owed. The bartender told him the total for his bill. It was quite expensive, so he asked the bartender if he spoke the truth. But the visitor did not hear the whispered answer so he asked a man sitting next to him about it. And the man said: The bartender said yes, but he is a big liar.
",,s the bartender a Honestant?,No,Yes,No
175," the bartender a Honestant?
",No,Yes,No,,
