,Questions,Correct,A,B,C,D
36,"Who was the first deaf Miss America?
",Heather Whitestone,Rebecca Ann King,Phyllis Ann George,Cheryl Prewitt,Heather Whitestone
37,"Until 2004 ABC aired the Miss America pageant , it then switched to what station?
",CMT,NBC,CBS,CMT,USA
38,"In what year did Snoopy first make his first appearance in a comic strip?
",1950,1948,1952,1954,1950
39,"What name was Charles Schulz originally going to give to Charlie Browns dog Snoopy?
",Sniffy,Sneaky,Snookums,Sniffy,Sneakers
40,"What position did cartoon character Snoopy play in Charlie Browns Little League baseball team?
",Short Stop,Pitcher,Catcher,First base,Short Stop
41,"In what year did comic strip character Snoopy first appear sleeping on top of his doghouse?
",1958,1953,1958,1956,1954
42,"In what year did comic strip character Snoopy first walk upright?
",1956,1960,1962,1958,1956
43,"Which one of these pairs roller coaster- theme park is wrong?
",Avalanche- Holiday World,Megafobia- Oakwood Leisure Park,Superman - Ride of Steel- Six Flags Darien Lake,Avalanche- Holiday World,Dania Beach Hurricane- Boomers
44,"Top Thrill Dragster was opened in 2003 and it was the tallest and fastest roller coaster in the world until 2005 (this is true). It was the first roller coaster to break the 300 ft (91.4 m) barrier.
",False,True,False,,
45,"Which one of these pairs roller coaster- year of opening is wrong?
",Nitro- 2000,Kraken- 2000,Megafobia- 1996,Nitro- 2000,Ozark Wildcat- 2003
46,"October 2006 saw the release of which Mortal Kombat game?
",12th,10th,8th,12th,9th
47,"In the Mortal Kombat storyline, Liu Kang was brutally murdered by which character?
",Shang Tsung,Shang Tsung,Goro,Shao Kahn,Kung Lao
48,"What feature makes Kenshi different from all other Mortal Kombat characters?
",He is blind.,He can fly.,He is a mute.,He is blind.,He is deaf.
49,"How does Calvins dad like to spend his vacation in the comic strip Calvin and Hobbes
",Going Camping,Going Camping,Going Sightseeing,Going to the Beach,Going Hiking
50,"In the cartoon Calvin and Hobbes, Calvin enjoys the dinners that his mom makes.
",False,False,True,,
51,"Cartoon character Calvin hates taking baths.
",True,True,False,,
52,"What does comic strip character Calvin like to do during recess?
",None of these,Play Baseball,None of these,Play Hide-and-Seek,Play Tag
53,"Which of these is NOT the name of one of the Calvin and Hobbes books?
",The Conclusive Calvin and Hobbes,The Authoritative Calvin and Hobbes,The Indispensable Calvin and Hobbes,The Conclusive Calvin and Hobbes,The Essential Calvin and Hobbes
54,"Which of the following words is not part of the title of Calvins favorite book in the Calvin and Hobbes comic strip?
",Louis,Hamster,Kablooie,Huey,Louis
55,"SeaWorld has an official airline and one of its Boeing 737 jetliners is painted to look like a flying Killer Whale. Name this airline.
",Southwest,U.S Air,Delta,Southwest,Jetblue
56,"There is more than one Killer Whale named Shamu in the SeaWorld parks in the U.S.
",True,True,False,,
57,"In what year did SeaWorld Orlando open?
",1973,1965,1973,1968,1970
58,"Which of these creatures is not featured in the exhibit of the world famous SeaWorld attraction Wild Arctic?
",Penguin,Beluga Whale,Polar Bear,Walrus,Penguin
59,"What SeaWorld attraction allows you to walk through a tube in which sharks swim all around you?
",Shark Encounter,Sharktastic!,Mission: Shark,Shark Adventure,Shark Encounter
60,"What is the name of the SeaWorld Orlando amusement ride that is a combination of a water ride and a roller coaster?
",Journey to Atlantis,The Lost City of Atlantis,Atlantis the Lost Continent,Journey to Atlantis,Atlantis: The Lost World
61,"What are the names of the four theme parks that make up Disney World?
","Magic Kingdom, Epcot, Animal Kingdom, Disney Hollywood Studios","Magic Kingdom, Epcot, Animal Kingdom, Disney Hollywood Studios","Universal Studies, Animal Safari,  Epcot","Cedar Point, Holiday World, Magic Kingdom, Wilderness Park","Walt Disney World, Sea World, Busch Gardens, Circus World"
62,"How many acres did Walt Disney purchase for Disney World to be built on?
","27,400","25,000","12,500","11,950","27,400"
63,"What is the main icon of the Magic Kingdom park?
",Cinderellas Castle,Cinderellas Castle,Cinderellas Stagecoach,Spaceship Earth,The Tree of Life
64,"What is the title, given to employees at Disney World?
",Cast Members,Disney Friends,Directors,Mickey Mouse Helpers,Cast Members
65,"Which of the following statements is a true fact about Disney World?
",All of the above.,"There is a tree farm on the Disney property, so that when a tree in one of the parks dies, it can be replaced by another mature tree.",All of the above.,The streets of Disney are steam cleaned every night after the parks close.,Gold leaf paint is used to paint the carousel horses.
66,"How many resorts are there on the Disney World property?
",32,35,32,17,24
67,"World Showcase is a part of Epcot that highlights different countries and cultures.  Which of the following countries is not in the Showcase?
",Spain,Morocco,Mexico,France,Spain
68,"The Twilight Tower of Terror is a free fall thrill ride located in Hollywood Studios.  It is based on a television show from the 1950s.  What was the name of that show?
",The Twilight Zone,Tales From the Crypt,The Alfred Hitchcock Show,Goosebumps,The Twilight Zone
69,"What is the main icon of the Animal Kingdom park?
",The Tree of Life,The Tree of Life,Habitat Habit,Silverback Gorillas,Dinosaur Ride
70,"Which of the four parks is the largest single Disney theme park in the world?
",Animal Kingdom,Epcot,Magic Kingdom,Animal Kingdom,Hollywood Studios
71,"Dilbert from the self-titled comic strip is an engineer who graduated from MIT. What type of engineering degree does Dilbert have?
",Electrical,Electrical,Chemical,Civil,Mechanical
72,"Which of the following is not one of the characters that live in Dilberts house in the comic strip Dilbert?
",Catbert,Ratbert,Dogbert,Catbert,Bob the Dinosaur
73,"Which of the following is not a word/term created by Scott Adams for the comic strip Dilbert?
",synergy,synergy,splendsmartful,Induhvidual,frooglepoopillion
74,"In the comic strip Dilbert, the real name of Dilberts pointed-haired boss is Phil.
",False,False,True,,
75,"Who is the brother of the pointed-haired boss in the comic strip Dilbert?
","Phil, Prince of Insufficient Light","Ted, the Generic guy","Phil, Prince of Insufficient Light","Yuri, the Elbonian",Techno Bill
76,"What is the name of Dilberts coworker in the comic strip Dilbert, who believes he has psychic powers?
",Asok,Asok,Wally,Carol,Alice
77,"What is the name of Dilberts sometimes girlfriend in the comic strip Dilbert?
",Liz,Tina,Alice,Carol,Liz
78,"Which wrestler is famous for using a move called the Pedigree?
",Triple H,John Cena,Triple H,Edge,Randy Orton
79,"Dave Animal Batistas famous ending move is called the Batista Drop.
",False,False,True,,
80,"The FU is the signature move of this wrestler, who also performs a pre-ending move called U Cant See Me.
",John Cena,The Undertaker,Jeff Hardy,John Cena,Edge
81,"Which finishing move is most notably performed by Shawn Michaels?
",Sweet Chin Music,Sweet Chin Music,Swing Chin Music,Warming up the Band,Sweet Cheyenne Music
82,"What is the signature finishing move performed by EDGE of SmackDown?
",the Spear,the Spoke,the Poke,the Spear,the Spike
83,"Which WWE champion has two signature moves called the Swanton Bomb and the Twist of Fate?
",Jeff Hardy,Chris Jericho,Matt Hardy,Jeff Hardy,CM Punk
84,"What is the ending move used by former champion Randy Orton called?
",RKO,Panther,the Legend Killer,RKO,TKO
85,"What is The Undertakers signature finishing move?
",Tombstone Pile Driver,Graveyard Smash,Death Wish,Tombstone Pile Driver,Casket Drop
86,"Which former WWE champion uses a move called Codebreakerr?
",Chris Jericho,Chris Jericho,Randy Orton,CM Punk,Santino Morales
87,"In the music video game Guitar Hero 3, what is the encore song you play in the first set of songs?
",Rock All Night,Rock All Night,Cult of Your Personality,Rage Against the Machine,The Devil Went Down to Georgia
88,"There are five unlockable characters in the music video game Guitar Hero 3.
",True,False,True,,
89,"How many songs excluding the encores are there in Guitar Hero 3?
",32,32,16,27,30
90,"Slash, a character in the Guitar Hero 3 music video game, is also a real life musician that became popular with which of these bands?
",Guns N Roses,AFI,Dragonforce,Korn,Guns N Roses
91,"Music video game Guitar Hero 3 is rated T for teen.
",True,False,True,,
92,"Choose the missing words in the following lyrics to get the name of a song from Guitar Hero 3:
","_________ _____, if you know what I mean","_________ _____, she taught me everything","is lady she asked me, if I would be her man","u know that I told her, Id do what I can", keep her looking pretty
93,"In Guitar Hero 3, â€œBulls on Parade by Rage Against the Machine is the third encore song.
",False,True,False,,
94,"Who is the last boss in the music video game Guitar Hero 3?
",Lou,Lou,Slash,Billy,Bob
95,"In what year was the debut of the comic strip Hagar the Horrible?
",1973,1968,1965,1973,1970
96,"Hagar the Horrible from the comic strip of the same name had his own short lived line of beer called Hagars Viking Beer which was pulled off the shelves due to lack of sales.
",False,False,True,,
97,"Shortly after its creation the Hagar the Horrible comic strips distributed to how many newspapers worldwide?
","1,900","1,900","2,400","3,000",800
98,"In how many countries were the Hagar the Horrible comic strips strip distributed?
",58,32,58,120,84
99,"How many languages were the Hagar the Horrible comics printed in worldwide?
",13,9,13,24,20
100,"What kind of radiation was Dr. Banner exposed to that causes him to turn into the Hulk?
",Gamma,Beta,Gamma,Delta,Alpha
101,"In what year did The Incredible Hulk debut?
",1962,1965,1960,1971,1962
102,"What year saw the debut of The Incredible Hulk TV series?
",1978,1982,1975,1978,1980
103,"In the 1989 TV movie The Trial of he Incredible Hulk, the Hulk co-stars with what fellow superhero?
",Daredevil,Spider-man,Thor,Captain America,Daredevil
104,"Who were the creators of comics superhero Aquaman?
",Paul Norris and Mort Weisinger,Steven Crane and Walt Ambroli,Paul Norris and Mort Weisinger,John Hopkins and Mort Weisinger,Paul Norris and Steven Crane
105,"What famous comic book company published Aquaman Comics?
",DC Comics,More Fun Comics,Marvel Comics,DC Comics,Action Comics
106,"Aquamans enemy the Ocean Master was his own father.
",False,False,True,,
107,"Did comics character Aquaman ever have a child?
",Yes,No,Yes,,
108,"What was the name of Aquamans girlfriend and eventual wife?
",Mera,Mera,Sea Queen,Aquatica,Madeline
109,"Which of these was not one of Aquamans amazing powers?
",Having complete control over water,Communicating with all forms of sea life.,Breathing under water,Having complete control over water,Super High Speed Swimming
110,"How long could Aquaman survive out of water?
",One Hour,Forever,One Hour,Half an Hour,2 Hours
111,"Comics superhero Aquaman was one of the founding members of The Justice League of America.
",True,True,False,,
112,"In the comic strip FoxTrot, what is the name of the only girl in the Fox family?
",Paige,Sarah,Piage,Page,Paige
113,"Does FoxTrot character Jason ever joke that it is 25 degrees out?
",No,Yes,No,,
114,"In the comics FoxTrot, Roger Fox is writing a novel.
",True,True,False,,
115,"Does Andy and Rogers daughter get notes in her locker in FoxTrot?
",Yes,No,Yes,,
116,"What is the name of Peters girlfriend in the comics FoxTrot?
",Denise,Ashley,Sarah,Abbey,Denise
117,"Which of the following best describes Andy and Rogerâ€™s youngest child in the comics FoxTrot?
",A nerd,A jock,A nerd,A sports addict,A TV addict
118,"Has FoxTrot character Jason developed a plan for a Star Trek-themed amusement park?
",No,Yes,No,,
119,"What Batman villain formerly worked as a zoologist?
",ManBat,Poison Ivy,The Penguin,ManBat,Killer Croc
120,"What super villain once broke Batmans back, leaving him crippled and wheelchair-bound?
",Bane,Clayface,Bane,Killer Croc,Ras Al Ghul
121,"What year was the character of Robin first introduced?
",1940,1940,1950,1941,1951
122,"Who is credited with creating Batman?
",Bob Kane,Joe Shuster,Bob Kane,Jack Kirby,Jerry Siegel
123,"In Detective Comics #267, a magical Kobold from another dimension decides to help Batman fight crime--what was his name?
",Bat-Mite,Bat-Mite,Bat-Dwarf,Mr Mxyztplk,Martian Manhunter
124,"What was Bat-hounds name?
",Ace,Lucky,Champ,Ace,Burt
125,"What were the names of Bruce Waynes parents?
",Thomas  Martha,Thomas  Martha,James  Elizabeth,Wayne  Alice,George  Elaine
126,"The original Batgirl was related to what familiar Batman character?
",Batwoman,Alfred,Batwoman,The Joker,Commissioner Gordon
127,"Which of these Bat-villains was introduced first?
",Catwoman,The Riddler,Mr. Freeze,The Penguin,Catwoman
128,"What was Alfred the butlers original family name?
",Beagle,Chatsworth,Chapman,Beagle,Windham
129,"How many health points does the Mountian Giant unit have?
",1600,1400,1500,1600,1200
130,"What hero does the phrase Moonlight shines upon the guilty and the innocent alike belong to?
",Naisha,Maiev Shadowsong,Jeana Proudmoore,Tyrande Whisperwind,Naisha
131,"Who is the leader of the Burning Legion?
",Archimond,Archimond,Death Prince Arthas,Tichondrius,Varimathras
132,"What is the name of the well from which Night Elfs originally obtained their magical powers?
",Well of Eternity,MoonWell,Well of Magic,Well of Eternity,Well of Power
133,"What hero or unit does the this phrase belong to?
",Muradin Bronzebeard,Muradin Bronzebeard,Knight,Mountian Giant,Dwarf Rifleman
134,"Who is Tyrande Whisperwind in love with?
",Malfurion Stormrage,Malfurion Stormrage,Cenarius Stormage,Prince Arthas,Illidan Stormrage
135,"In Warcraft III:The Frozen Throne, Illidan Stormrage works for?
",Kiljaeden,Tichondrius,Kiljaeden,Sargeras,Archimond
136,"What is the name of the creator of Bloom County?
",Berkely Brethed,Berkely Brethed,Simon Pimon,Chris Claremont,Charle Schultz
137,"What was the name of the penguin in Bloom County?
",Opus,Sandoval,Opus,Big Bertha,Salmoneus
138,"In Bloom County, Milo Bloom was a 10-year-old reporter for The Bloom Chronicle.
",False,True,False,,
139,"What was the name of the hard rock band formed by lawyer Steve Dallas in the Bloom County comic strip?
",Deathtongue,The Raiders,Deathtongue,Opus and the Orangeheads,Billy and the Boingers
140,"Who did Opus marry in the comic strip Bloom County?
",Lola Granola,Nola Spinuzzi,Lola Granola,Rona Amonia,Ima Petunia
141,"Bloom County character Opus has appeared in two other comic strips titled Neverland and Opus.
",False,True,False,,
142,"What was the name of the feminist school teacher in Bloom County?
",Bobbie Harlowe,Bobbie Simmons,Bobbie Harlowe,Bobbie Jo,Bobbie Smith
143,"There was a TV Christmas special that centered on the famous comic strip character Opus.
",True,True,False,,
144,"In the comic strip Bloom County, Bill the cat became a televangelist. What was his name?
",Fundamentally Oral Bill,Oral Bill,Fundamentally mental Bill,Bill Roberts,Fundamentally Oral Bill
145,"What year did Andy Capp make his comic strip debut?
",1957,1969,1957,1963,1972
146,"Which of these is NOT one of Andy Capps hobbies?
",Hunting,Pigeon Racing,Gambling,Hunting,Drinking
147,"There was once a musical based on the Andy Capp comic strip.
",True,True,False,,
148,"Who are Andy Capps best friends and neighbors?
",The Whites,The Smiths,The Ritsons,The Blacks,The Whites
149,"What country are the Andy Capp comic strips set in?
",Britain,Britain,Ireland,America,Canada
150,"Cartoon character Andy Capp has a son.
",True,True,False,,
151,"In what year did the Andy Capp comic strips reach the U.S.?
",1963,1959,1963,1960,1971
152,"Which one of these comics was the first comic Jim Davis created?
",Gnorm Gnat,The Life of Jon Arbuckle,Gnorm Gnat,Farm Life,Garfield
153,"When did the comic strip Garfield come out?
",1978,1978,2000,1952,1995
154,"Is it true that the comic strip Garfield inspired a CD titled Am I Cool or Not?
",No,No,Yes,,
155,"Who is Garfields on and off girlfriend?
",Arlene,Nermal,Arlene,Liz,Irma
156,"Is it true that Nermal, who makes unannounced visits into Garfields home, is a male kitten?
",Yes,Yes,No,,
157,"Who is the fictional dog that gets pushed around by Garfield?
",Odie,Odie,Jon,Fido,Irma
158,"Who is the Garfields owner on the popular comic strip?
",Jon Arbuckle,Dr. Liz Wilson,Jon Arbuckle,Clive,Jim Davis
159,"What is the profession of Irma, one of the supporting characters on the comic strip Garfield?
",waitress,cook,waitress,vet,She is unemployed.
160,"What is the name of Garfields veterinarian on the self-titled comic strip?
",Liz Wilson,Liz Arbuckle,Liz Wilson,Liz Davis,Julie Payne
161,"This ancient circus, situated between the Palatine and Aventine hills, was both the first and the largest circus in Rome.
",Circus Maximus,Circus of Maxentius,Circus Maximus,Circus Neronis,Circus Flaminius
162,"Who was the creator of the French circus, who is also thought to be one of the creators of modern circus?
",Antonio Franconi,Paul Fratellini,Antonio Franconi,Pierrot Bidon,Arthur Vercoe Pedlar
163,"In which state did the first circus building in the USA open in 1793?
",Pennsylvania,Pennsylvania,California,Illinois,Oklahoma
164,"What was typical for the Cirque nouveau or the New Circus that developed in the 1970s in France, Australia, the USA.and the UK?
",No animals were used.,all of these,It consisted mainly of dangerous stunts.,No animals were used.,It used multimedia and laser shows.
165,"What is the presenter of a traditional circus show called?
",ringmaster,coiffeur,contortionist,chapeaugrapher,ringmaster
166,"O and Ovo are among the shows performed by this circus group founded in 1984.
",Cirque du Soleil,Cirque du Soleil,Circus Smirkus,Circus Amok,Archaos
167,"Name the Frenchman who invented the flying trapeze in 1859.
",Jules Leotard,Monty Python,Guy LalibertÃ©,Daniel Gauthier,Jules Leotard
168,"Which traveling circus of the early 20th century, based in Peru, Indiana, was the inspiration for Cathy Days novel The Circus in Winter?
",The Hagenbeck-Wallace Circus,Shrine Circus,Cirque dhiver,The Bertram Mills Circus,The Hagenbeck-Wallace Circus
169,"Which of these is the name of an old British circus dynasty that toured Europe and the Far East with their shows?
",Chipperfield,Forepaugh,Ashton,Chipperfield,Barnum
170,"What circus was founded in 1995 by a duo named Fireplay?
",The Bindlestiff Family Cirkus,Silvers Circus,Albert  Friends Instant Circus,The Bindlestiff Family Cirkus,Chipperfields Circus
171,"Who sidelined WWE wrestler John Cena for 4 months, because of a torn pectoral muscle?
",Randy Orton,Randy Orton,HHH,Umaga,Mr. Kennedy
172,"The WWE wrestlers Jeff Hardy and Matt Hardy tag-team with each other a lot.
",False,False,True,,
173,"This Diva was one of the best WWE Divas ever, but unfortunately, she retired in 2007.
",Lita,Stacy Keibler,Trish Stratus,Ashley,Lita
174,"WWE wrestler Triple H is the brother of Stephanie McMahon.
",False,True,False,,
175,"WWE DIVA Ashley was actually born in Los Angles, California.
",No,Yes,No,,
176,"Who did WWE wrestler Matt Hardy lose his love interest Lita to?
",Edge,John Cena,John Morrison,Edge,Batista
177,"When did WWE wrestler Ric Flairs career end?
",March 31 2008,March 17 2008,"February 27, 2008",March 24 2008,March 31 2008
178,"At Wrestlemania 24, it came down to Y2J, Chris Jericho and CM Punk in the Money In The Bank ladder match and CM Punk won.
",True,False,True,,
179,"The Marvel character Anubis is also known as The Guardian of the Veil .
",True,False,True,,
180,"In the Marvel comics universe, Horus is the God of fire.
",False,True,False,,
181,"Marvel character Zeus ruled the underworld.
",False,True,False,,
182,"Seth is the Egyptian god of evil and death in the Marvel Comics universe.
",True,False,True,,
183,"On what radio station do the Junkies broadcast?
",WJFK,WAVA,NPR,WTOP,WJFK
184,"Which of the following is NOT one of the four Junkies?
",Bruce The Hugger,John Auville,Eric Bickel,JP Flaim,Bruce The Hugger
185,"Johnny Cakes Auville once stayed in a coffin in order to win a bet.
",True,False,True,,
186,"According to the Junkies, what is the practice of inebriated love making immediately followed by redistribution of wealth and treating your friends to breakfast called?
",sturching,the devil inside,escapade,barracuda,sturching
187,"If someone well-versed in Junkies Lingo says that someone or something is a show, it is a positive thing.
",False,False,True,,
188,"Which Junkies ersatz nickname is The Latin Donkey?
",JP,JP,EB,Lurch,Cakes
189,"On Fridays, Big Daddy Kev comes in for a segment on the morning Junkies show to talk about fantasy sports.
",False,True,False,,
190,"What is the first tubular steel track roller coaster?
","Matterhorn Bobsleds, Disneyland",Revolution Six Flags Magic Mountain,Storm Runner Hershey Park,"Matterhorn Bobsleds, Disneyland",Corkscrew Knotts Berry Farm
191,"What is the first amusement park with four roller coasters that are taller than 200 feet (61 m)?
","Cedar Point Sandusky, Ohio, USA","Kings Dominion Doswell, Virginia, USA","Canadas Wonderland Vaughan, Ontario, Canada","Cedar Point Sandusky, Ohio, USA","Six Flags Magic Mountain Valencia, California, USA"
192,"What was the first looping roller coaster?
","Centrifugal Railway, Frascati Garden, Paris","Corkscrew, Knotts Berry Farm, Buena Park, California.","Centrifugal Railway, Frascati Garden, Paris","Carolina Cyclone, Carowinds, North Carolina","Revolution, Six Flags Magic Mountain, Valencia, California"
193,"What was the first roller coaster to reach a height of 100 ft?
","Cyclone, Revere Beach, Revere, Massachusetts, United States","Cyclone, Revere Beach, Revere, Massachusetts, United States","Drop-The-Dips, Coney Island","Centrifugal Railway, Frascati Garden, Paris","Gravity Pleasure, Coney Island, Brooklyn, New York"
194,"There has never been a wooden roller coaster with an inversion.
",False,True,False,,
195,"What is the first modern roller coaster to have a vertical loop?
","Revolution, Six Flags Magic Mountain, Valencia, California","Shockwave, Six Flags Great America, Gurnee, Illinois, United  states","Dragon Khan, Port Aventura, Salou, Spain","Revolution, Six Flags Magic Mountain, Valencia, California","Corkscrew, Knotts Berry Farm, Buena Park, California"
196,"Who is the mascot for Indiana Beach?
",IB Crow,IB Crow,Beach Bird,Indiana Jones,Hoosier Hawk
197,"Which roller coaster was Indiana Beachs first?
",Galaxy,Cornball Express,Tigrr,Galaxy,Steel Hawg
198,"In addition to the sandy beach, Indiana Beach also has a large waterpark.
",True,True,False,,
199,"Which of the following is not a lodging option at Indiana Beach?
",Time-shares,Cottages,Time-shares,Camping,Motel
200,"What year did Indiana Beach open?
",1926,1996,1929,1955,1926
201,"What is the Shafer Queen?
",River boat,Fine dining restaurant,Mini golf course,Antique auto,River boat
202,"What is the Indiana Beach slogan?
",Theres more than corn in Indiana.,A beach in the middle of nowhere,A beach in the middle of a corn field,Come and walk on the boardwalk!,Theres more than corn in Indiana.
203,"Indiana Beach has a water and ski show.
",True,True,False,,
204,"What type of walk-through attraction at Indiana Beach was voted the worlds #1 in 2006?
",a haunted house,a house of mirrors,a petting zoo,a haunted house,a funhouse
205,"What is Judge Dredds first name?
",Joseph,Guido,"None of these, nobody knows his first name",Joseph,Johnathan
206,"Judge Dredd is 2000 ADs longest-running character, appearing from the first issue in 1977.
",False,True,False,,
207,"Judge Dredds visual appearance was loosely based on the character of Frankenstein from the film Death Race 2000.
",True,True,False,,
208,"The giant city, Mega City One, where Judge Dredd is a lawkeeper, is located in which area that we would recognise nowadays?
",East coast USA,West coast USA,East coast USA,Australia,The British Isles
209,"What sentence does Judge Dredd frequently utter during his duties?
",I am the law!,Thank Grudd its Friday!,"Shop smart, shop S-Mart!",I am the law!,Respect my authority!
210,"What was the name of Judge Dredds clone-brother, who he turned in to the authorities when he began to break the law?
",Rico,Nico,Tubbs,Rico,Tibbs
211,"Judge Dredd once lived in an apartment block named after a character from Rawhide.
",True,False,True,,
212,"Which of the following has Judge Dredd not battled against?
",Daleks from the TV series Dr Who,Lobo from Omega Men comics,Predators from Predator films,Daleks from the TV series Dr Who,Xenomorphs from the Alien films
213,"In the film Judge Dredd, who plays the title character?
",Sylvester Stallone,Arnold Schwarzenegger,Lou Ferrigno,The Rock,Sylvester Stallone
214,"In The New Batman Adventures episode Over the Edge, who does Commissioner Gordon hire to help him kill Batman?
",Bane,The Joker,Bane,Two-Face,Jack Napier
215,"Fictional character Batman has a son.
",True,False,True,,
216,"What issue did the Joker originally appear in?
",Detective Comics #168,The Man Who Laughs,Detective Comics #168,Detective Comics #34,Batman#1
217,"In Homestar Runner, what power does the blue diamond on Strong Bads mask give him?
",He can mentally open Cold Ones.,He can hover about three inches off the ground.,He can make a black dot appear on walls.,He can mentally open Cold Ones.,He can change the color of his mask at any time.
