,Questions,Correct,A,B,C,D
23,"Which continents are entirely in the Western Hemisphere?
",North America and South America,"North America, Europe, and Asia","Europe, Asia, Africa, Australia",Australia and Antarctica,North America and South America
24,"Which feature on a map helps determine direction?
",a compass rose,a key,a legend,a compass rose,a scale
25,"Which of these is not a type of map projection?
",Crusoe,Robinson,Crusoe,Mercator,Interrupted
26,"Which of these continents is largest (by territory)?
",North America,South America,Antarctica,North America,Europe
27,"Which of these countries is smallest (by territory)?
",San Marino,Seychelles,Liechtenstein,San Marino,Marshall Islands
28,"Which of these US cities is largest (by population)?
",Houston,Houston,Phoenix,Philadelphia,San Antonio
29,"Which of these mountains is highest?
",Mount McKinley,Puncak Jaya,Mount McKinley,Mount Elbrus,Mount Kilimanjaro
30,"Which of these lakes is deepest?
",Tanganyika,Caspian Sea,Malawi or Nyasa,Tanganyika,Issyk-Kul
31,"Which of these rivers is longest?
",Huang,Lena,Huang,Amur,Ob-Irtysh
32,"Which of these seas is largest?
",Mediterranean,Bering,Arabian Sea,Mediterranean,Gulf of Mexico
33,"Which of these deserts is largest?
",Syrian,Chihuahuan,Syrian,Thar,Great Sandy
34,"Which of these inhabited places is wettest?
",Moulein,Moulein,Sylhet,Baguio,Lae
35,"Which of these oceans has the greatest depth?
",Pacific Ocean,Pacific Ocean,Indian Ocean,Atlantic Ocean,Arctic Ocean
36,"The rivers - the Tajo, the Ebro, the Duero, and the Guadiana, are located in this country.
",Spain,Columbia,Portugal,Spain,Brazil
37,"The volcanoes - Akan, Aso, Mount Fuji and Rausu are located in this country.
",Japan,Japan,Malaysia,North Korea,Indonesia
38,"Onega, Khanka and Chudskoye are three of the many lakes in this country.
",Russia,Kazakhstan,Mongolia,Ukraine,Russia
39,"The valleys of the Yellow River and the Pearl River are two of the seven main national valleys in this country.
",China,Burma,China,Thailand,India
40,"Pico da Bandeira, Pico do Cruzeiro and Pedra da Mina are three of the numerous mountains located in this South American country.
",Brazil,Argentina,Chili,Brazil,Peru
41,"Chauvet Cave and Meyrieres Cave are two caves located in this European state.
",France,France,Netherlands,Spain,Belgium
42,"Kainji Lake and Lake Chad are considered lakes of this country.
",Nigeria,Niger,Nigeria,Cameroon,Chad
43,"Mitchell, Jardine, Staaten, Flinders, Leichhardt, and Nicholson are just few of the rivers in this country.
",Australia,Indonesia,Australia,Papua New Guinea,New Zealand
44,"Kaskaspakte, Akka and Sielmmacohkka are three mountains in this country.
",Sweden,Norway,Finland,Denmark,Sweden
45,"Dasht-e Kavir and Kavir-e Lut are deserts located in this Asian country.
",Iran,India,Iran,Pakistan,Iraq
46,"Which two countries border the Dead Sea?
",Jordan and Israel,Jordan and Israel,Lebanon and Jordan,Syria and Jordan,Lebanon and Israel
47,"Is it true that Yasseir Arafat became chairman of the Palestinian Liberation Organization in 2004?
",No,Yes,No,,
48,"What are the three Benelux countries?
","Belgium, Netherlands and Luxembourg","Belgium, Netherlands and Luxembourg","Finland, Sweden and Denmark","The U.S.A., Canada and Mexico","Honduras, Nicaragua and Belize"
49,"Did the 13 colonies declare their independence in 1776?
",Yes,No,Yes,,
50,"Europe is the smallest continent.
",False,True,False,,
51,"What are the Tropic of Cancer and the Tropic of Capricorn?
",Lines of latitude,Lines of latitude,Lines of longitude,Parallel to the Greenwhich Meridian,None of these
52,"Which statement about the emu and the kangaroo is not true?
",Both are indigenous only to Australia.,Both are indigenous only to Australia.,Both are on the national emblem of Australia.,Both are incapable of flying.,Both are incapable of  walking backwards.
53,"What was the former name of the city of Istanbul ?
",Constantinople,Constantinople,Persia,Zaire,Siam
54,"Where would you find the shortest river in the world?
",Montana,Wales,Ecuador,Tasmania,Montana
55,"What major geographical feature is located at 23.5 degrees North latitude?
",The Tropic of Cancer,The Equator,The Arctic Circle,The Tropic of Capricorn,The Tropic of Cancer
56,"Which would be found at 39 degrees 43 minutes North latitude?
",The majority of the Mason-Dixon Line.,The Tropic of Cancer,The Tropic of Capricorn,The majority of the Mason-Dixon Line.,The border between Canada and  Washington State.
57,"Which country held the record for the highest birth rate in the 2005 world statistics?
",Niger,Niger,Uganda,Mali,Vatican City
58,"How many US states border the Gulf of Mexico?
",5,4,3,5,10
59,"Measuring at the Equator, what is the closest approximation of the Earths circumference?
","24,900 miles","24,900,000 miles","24,900 miles","249,000 miles","2,490,000 miles"
60,"The people of which country watched the most TV per week in 2005?
",Thailand,Thailand,The Philippines,The USA,Egypt
61,"How many US states border the Pacific Ocean?
",5,11,4,5,3
62,"Which one of these ski resorts is not located in the Alps?
",Mont-Tremblant,Kitzbuhel,Zermatt,Mont-Tremblant,Chamonix-Mont-Blanc
63,"The tallest mountain peak in the US is Mount McKinley. This is the second tallest.
",Mount Saint Elias,Mount Saint Elias,Glacier Peak,Mount Washington,Gannett Peak
64,"Which one of these mountains is not a volcano?
",Mount Aspiring,Mauna Kea,Mount St. Helens,Mount Vesuvius,Mount Aspiring
65,"The highest mountain peak on our planet is Mount Everest. It was first climbed by Edmund Hillary and Tenzing Norgay on May 29, 1953. What is the home country of Sir Edmund Hillary?
",New Zealand,United Kingdom,The United States,France,New Zealand
66,"Which saltwater lake, bordered on the west by Azerbaijan and Russia, is the largest inland body of water in the world?
",Caspian Sea,Tanganyika,Victoria,Baikal,Caspian Sea
67,"This country, situated in North Europe, has almost 200 000 lakes - more than any other country in the world.
",Finland,Finland,Sweden,The Netherlands,Georgia
68,"Which body of water, situated in Southern Siberia, is the deepest and oldest freshwater lake on Earth?
",Baikal,Onega,Ladoga,Huron,Baikal
69,"This water body, which is South Americas largest freshwater lake, is the highest commercially navigable lake.
",Titicaca,Nyasa,Nicaragua,Titicaca,Michigan
70,"This country has more than 60% of worlds lakes due to its special drainage system.
",Canada,Australia,Russia,Canada,The USA
71,"This freshwater-lake island, with a surface area of 2,766 kmÂ², is the biggest on Earth.
",Manitoulin Island,Islandlake,Ainslie,Manitoulin Island,Isle of Wight
72,"What Canadian lake is the largest in the world, located on an island?
",Nettilling Lake,Nettilling Lake,Aral,Winnipeg,Michigan
73,"This is the lowest lake on Earth, situated at about 400 meters below sea level on the border between Israel and Jordan.
",Dead Sea,Issyk-Kul,Balkhash,Urmia,Dead Sea
74,"Which tiny lake located in Tibet is the highest lake on Earth?
",Lhagba Pool,Lhagba Pool,Rush Lake,Laguna Lobato,Poquentica Lake
75,"With a surface area of about 82,000 kmÂ², this lake between Ontario and Minnesota is the largest single freshwater lake in the world.
",Lake Superior,Turkana,Michigan,Lake Superior,Onega
76,"The word volcano comes from the name of the Roman god of fire, Vulcan. Who is the analogue of Vulcan in Greek mythology?
",Hephaestus,Hephaestus,Helios,Hermes,Zeus
77,"If magma contains more than 65% silica, the lava is called this.
",felsic or acidic,felsic or acidic,thick,mafic or basic,dense
78,"Phreatic eruptions occur when the temperature of magma is relatively low and it solidifies very quickly, sometimes blocking the vent of the volcano.
",False,True,False,,
79,"Yellowstone Caldera is considered a supervolcano because within the past two million years it has erupted extremely violently three times . The most recent eruption occurred this long ago, and spread volcanic ash over most of the North American continent.
","640,000 years","1,510,000 years","40,000 years","640,000 years","17,000 years"
80,"Which of the following states of America is an inland one and has an official motto that does not come from Latin?
",Montana,Montana,Virginia,Oklahoma,South Carolina
81,"Which of the following states has an official motto In God we trust, which is also the official motto of the United States of America?
",Florida,Georgia,Washington,South Dakota,Florida
82,"Three of these US states have an official motto related to liberty. Spot the odd one.
",Oklahoma,Iowa,Oklahoma,New Jersey,New Hampshire
83,"This famous Latin maxim, which is the official motto of South Carolina, means While I breathe, I hope.
",Dum spiro spero,Si quaeris peninsulam amoenam circumspice,Nil sine numine,Salus populi suprema lex esto,Dum spiro spero
84,"Three of the following US states have a motto consisting of one single word in English. Which one does not belong to the group?
",West Virginia,Utah,Texas,West Virginia,Rhode Island
85,"North to the Future is the official motto of this US state, which is the largest in area.
",Alaska,Texas,Alaska,Nevada,Colorado
86,"Which of the following maxims, meaning The people rule, is the official state motto of Arkansas?
",Regnat populus,Esto perpetua,Regnat populus,Dirigo,Ditat Deus
87,"This famous exclamation, which has been attributed to ancient scientist Archimedes, is the official state motto of California.
",Eureka,Excelsior!,Virtute et armis,Ad astra per aspera,Eureka
88,"The official motto of this state in the Pacific Northwest of the United States comes from Chinook Jargon.
",Washington,Wisconsin,Washington,Pennsylvania,New York
89,"Which of these states has an official motto that doesnt include the word rights in it?
",Indiana,Iowa,Indiana,Wyoming,Alabama
90,"Which volcano, located on Ross Island, Antarctica, is the southernmost active volcano on Earth?
",Mount Erebus,Mayon Volcano,Cold Bay Volcano,Mount Erebus,Teide
91,"This volcano, which is the largest in Europe, is located on the largest island in the Mediterranean Sea.
",Mount Etna,Mount Etna,Hekla,El Misti,Santorini
92,"PopocatÃ©petl, a volcano whose name means Smoking Mountain, is 70 km away from the capital of which American country?
",Mexico,Mexico,Peru,Canada,Argentina
93,"Mount Vesuvius, that is notorious for the destruction of two Roman cities in the year 79, was linked most closely to which hero and demigod?
",Hercules,Asclepius,Apollo,Zeus,Hercules
94,"What is the biggest extinct volcano in Ecuador, situated in the Andes mountain.
",Chimborazo,Chimborazo,Ojos Del Salado,Llullaillaco,Cotopaxi
95,"This dormant volcano, which is 66 km northeast of Tehran, is the symbol of Iranian resistance against foreign rule.
",Mount Damavand,Mount Hood,Krakatoa,Mount Damavand,Krafla
96,"This active volcano, whose name means long mountain in Hawaiian, is one of the five peaks that form the Island of Hawaii.
",Mauna Loa,Cotopaxi,Mauna Loa,Mount Kea,Hekla
97,"What volcano located on the island of Tenerife represents the highest mountain on Spanish territories?
",Teide,Teide,Stromboli,Santorini,Duvalo
98,"The name of this volcano, located on the Alaska Peninsula, means new eruption.
",Novarupta,Newatsa,Mount Rainier,Novarupta,Mount Hood
99,"Which is the volcanically active region that is situated in a famous national US park and has a territory of 55 kilometers by 72 kilometers?
",Yellowstone Caldera,Yosemite Valley,Yellowstone Caldera,Mount Shasta,Cold Bay Volcano
100,"Where is the southernmost point in all 50 states?
",Hawaii,Texas,Hawaii,Florida,California
101,"And where is the lowest point in the USA, North America, and western hemisphere? I need the state and national park name.
","California, Death Valley NP","Maine, Acadia NP","California, Death Valley NP","Arizona, Grand Canyon NP","Wyoming, Yellowstone NP"
102,"The state with the largest area in the lower 48 is?
",Texas,California,Texas,Montana,Arizona
103,"England, Norway, Belgium and Denmark all border this sea.
",North sea,Baltic sea,Black sea,North sea,Aegean sea
104,"Towards the beginning of the new millennium, three of these four countries had a population of approximately 32 million people. Which is the odd one?
",Colombia,Algeria,Kenya,Colombia,Morocco
105,"Canada, the United States and China are three countries whose total area is approximately 12 million sq km.
",False,False,True,,
106,"The US is one of the leading countries in the number plastic surgery procedures.
",True,False,True,,
107,"In the beginning of the new millennium, Russias, Iraqs and Saudi Arabias oil reserves were above 100 billion bbl.
",False,True,False,,
108,"USA is considered to be one of the most popular destinations, where thousands of immigrants come to seek asylum. Just one of these four states is similar in to USA in this respect.
",France,France,Finland,Japan,Portugal
109,"Ireland, Germany and Austria are famous for the high consumption of this alcohol.
",Beer,Brandy,Beer,Wine,Vodka
110,"Dominica, New Zealand and Finland are three countries with high crime rates.
",True,False,True,,
111,"All of these countries and commonwealth territories have a high divorce rate except one.
",Sri Lanka,Puerto Rico,Russia,Sri Lanka,Qatar
112,"This island is well known in scientific fields for being home of five percent of the worlds plant and animal species, with 80% of them unique to it. The island is also the fourth biggest on Earth, with population of about 17,500,000 people.
",Madagascar,Greenland,Madagascar,New Guinea,Tasmania
113,"In Greek mythology, this island is the legendary birthplace of the goddess of beauty, love, and passion, the charming Aphrodite, where according to the legend, she emerged from the sea foam.
",Cyprus,Crete,Cyprus,Limnos,Rhodes
114,"Because of its spectacular nature forms, one of this insular countrys islands has been a set for the filming of many movie productions, including the highly successful, Lord of the Rings and The Chronicles of Narnia.
",New Zealand,The Philippines,New Zealand,Indonesia,New Guinea
115,"Despite being the largest in the world, this island is sparsely populated, due to its unfavourable climate.
",Greenland,Greenland,New Guinea,Victoria Island,Madagascar
116,"Being the most populous in the world, with bigger population than Australia and Antarctica, the density of this islands inhabitants forced the countrys government to start transmigration programs, aimed at resettling people to other, less-crowded parts of the country.
",Java,Java,Sumatra,Borneo,Sulawesi
117,"This is the largest island in the Mediterranean Sea, famous for one of the worlds most active volcanoes - Etna.
",Sicily,Sicily,Crete,Sardinia,Corse
118,"Al Nakheel Properties, one of the leading real estate developers in Dubai and creator of the worldwide famous Palm Islands, is also the initiator of another grand project of artificial islands, which resembles the shape of what?
",The globe,A seashell,The globe,A human face,A dolphin
119,"Which of the following is a traditional Vietnamese clothing, worn primarily by women?
",Ão dÃ i,Qipao,Ão dÃ i,Nhu,Raglan
120,"The gowni is a typical national costume in which African country?
",Tanzania,Tanzania,Malawi,Uganda,Indonesia
121,"These knee-breeches made of leather are a traditional Bavarian garment.
",Lederhosen,Kilt,Lederhosen,Kisen,Wrestlers
122,"Hijab, which is also a term meaning barrier, is worn as a traditional clothing in which countries?
",Arabic,African,European,Arabic,Latin
123,"Which of these national costumes is closely related to Sikhism - a religion that comes from 16th-century northern India?
",Turban,Khalsa,Sari,Turban,Sayyid
124,"Barong is the embroidered formal garment of which country in South-East Asia?
",The Philippines,Russia,Indonesia,The Philippines,Japan
125,"Which of these national costumes does not belong to a European nation?
",Hanfu,Hanfu,Tracht,Kilt,Kroje
126,"Which one of the following national costumes is not Chinese?
",Kente cloth,Kente cloth,Qipao,Cheongsam,Mao suit
127,"Which of these pieces of clothing is worn on the head?
",Fez,Fez,Mitumba,Koto,Kiondo
128,"Three of the enlisted national garments are African, while the fourth one is Norwegian. Which one?
",Bunad,Sanafil,Bunad,Dashiki,Boubou
129,"According to the legend, which of these is a part of the Three Fortunate Concealments that protect Britain from any danger coming from the sea?
",The head of Bran the Blessed,The head of Bran the Blessed,Stone of Destiny,The Dragons,The bones of Gwerthefyr the Blessed
130,"While driving or walking down Kings Cross Road and Farringdon Road in London few people are aware that unseen beneath them runs which river?
",River Fleet,River Thames,River Avon (Shakespeares Avon),River Rhodda,River Fleet
131,"Who made the statue of King Richard I outside the Houses of Parliament in Old Palace Yard in London?
",Baron Carlo Marochetti,John Doubleday,Baron Carlo Marochetti,Sir George Frampton,Joseph Edgar Boehm
132,"The Great Pavement, a hidden, unknown to most tourists and seldom-displayed treasure, is located in which building in London?
",Westminster Abbey,Buckingham Palace,Tate Gallery,St Jamess Palace,Westminster Abbey
133,"The Jewel Tower, built in 1366, is physically separated from the Palace of Westminster in London.
",True,False,True,,
134,"The famous department store Harrods that occupies an entire block is located on which road in London?
",Brompton Road,Abbey Road,Threadneedle Street,Brompton Road,Fleet Street
135,"The Old Royal Observatory, which is a part of the National Maritime Museum in London, was built in what year?
",1675,1675,1765,1567,1657
136,"This famous writer, whose house was at 17 Gough Square in London, said: When a man is tired of London, he is tired of life, for there is in London all life can afford.
",Dr Samuel Johnson,Charles Dickens,Dr Samuel Johnson,Thomas Chestre,Tomas John Dibdin
137,"The Badwater basin, the lowest point in North America, is located in which US valley?
",Death Valley,Sun Valley,Death Valley,Big Smoky Valley,Hudson Valley
138,"The Big Smoky Valley, that runs between the Toiyabe Range and the Toquima Range, is located in which US state?
",Nevada,Minnesota,Indiana,Oregon,Nevada
139,"The Grand Valley is an extended populated agricultural valley located along which US river?
",Colorado River,Alabama River,Mississippi River,Colorado River,Missouri River
140,"Which scenic US valley was described by conservationist John Muir in the following way: (...) None can escape its charms. Its natural beauty cleans and warms like a fire, and you will be willing to stay forever in one place like a tree.?
",Yosemite Valley,Willamette Valley,Yosemite Valley,Sun Valley,Yakima Valley
141,"This densely populated valley in the state of Utah is enclosed by steep mountains in every direction except the northwest.
",Salt Lake Valley,St. Lawrence Valley,Livermore Valley,Las Vegas Valley,Salt Lake Valley
142,"The Shenandoah Valley in western Virginia derives its name from a Native American expression meaning what?
",Beautiful Daughter of the Stars,Beautiful Daughter of the Fields,Beautiful Mother of the Fruits,Beautiful Mother of the Land,Beautiful Daughter of the Stars
143,"The Sonoma Valley in California is famous in the USA for its long-lived and high quality wine industry.
",True,True,False,,
144,"The Menomonee Valley along the Menomonee River in Milwaukee, Wisconsin has what peculiar shape?
",U-shape,S-shape,Y-shape,U-shape,V-shape
145,"Owens Valley, the arid ranching valley of the Owens River, stretches for approximately 75 miles (120 km) on the territory of which US state?
",California,California,Arkansas,Alabama,Arizona
146,"According to the 2000 Census, what is the approximate population of The Bronx, New York?
",1.3 million,"530,000",1.3 million,"930,000","130,000"
147,"Who was the first European to see The Bronx, NY?
",Henry Hudson,Henry Hutchinson,Jonas Bronck,Henry Hudson,Jonas Valerian
148,"Which one of these statements is true about The Bronx, NY?
",The only borough that is not an island,The only borough with a zoo,The only borough  that has no colleges,The only borough that is not an island,The highest  borough above sea level .
149,"In 1643, a Native American uprising killed this unauthorized Puritan preacher of a dissident church discussion group, and pioneer in Rhode Island and the Bronx.
",Anne Hutchinson,Peter Cooper,Richard Morris,Anne Hutchinson,Roger Williams
150,"This oldest house in The Bronx, build in 1748, is New York Citys first house museum, operated since 1897 as a public museum by The National Society of Colonial Dames in the State of New York.
",Van Cortlandt House,Valerian House,Van Cortlandt House,Throgs Neck,Fordam Arms
151,"In 1776, 400 British and Hessian troops land in The Bronx.  A group of 400 American troops held them off while Washington got the main army away safely.  What was this battle called ?
",The Battle of Pells Point,The Battle of Pells Point,The Battle of Throgs Neck,The Battle of Eastchester,The Battle of The Bronx
152,"The first college in The Bronx, known as this today, was built in 1884.
",Fordham University,Mercy College,Manhattan College,Fordham University,Lehman College
153,"Edgar Allen Poe wrote this famous poem in The Bronx in 1846.
",Annabel Lee,Call Me Ishmal,Our American War,Annabel Lee,Hiawatha
154,"In 1899, this  world famous institution was opened in The Bronx.
",The Bronx Zoo,Columbia University,The U.S. Olympic Hall of Fame,The Bronx Zoo,The American Hall of Fame
155,"This world famous building opened in The Bronx in 1923.
",Yankee Stadium,The Top of the Sixes,Yankee Stadium,The Louis Morris Building,The Shlump Towers
156,"What are the colors on the flag of  The Bronx, NY?
","Blue, White, Orange","Red, White, Blue","Blue, White, Green","Blue, White, Orange","Red, Green, Orange"
157,"Little Rock is the capital and most populous city of this US state.
",Arkansas,Arkansas,Wichita,Kansas,Topeka
158,"What US state borders the states of Virginia, Kentucky, Ohio, Pennsylvania and Maryland?
",West Virginia,Tennessee,Virginia,West Virginia,North Carolina
159,"Which US state is nicknamed The Pine Tree State?
",Maine,New Hampshire,Missouri,Massachusetts,Maine
160,"The southern region of what US state is known as Little Egypt?
",Illinois,Virginia,Illinois,Ohio,Maryland
161,"The capital city of this US state is Trenton, and its largest city is Newark.
",New Jersey,Montana,New Hampshire,New Mexico,New Jersey
162,"The name of which American state means red people in the Choctaw language?
",Oklahoma,Ohio,Oklahoma,North Dakota,Oregon
163,"What US state is known as The Volunteer State?
",Tennessee,Utah,Delaware,Tennessee,Colorado
164,"The flag of what US state features a gold torch and nineteen stars on a blue rectangular field?
",Indiana,Illinois,Idaho,Indiana,Iowa
165,"What US state is known as the Peach State?
",Georgia,Louisiana,Georgia,Montana,Connecticut
166,"The name of this US state means flat water and is derived from the name of the Platte River that flows through the state.
",Nebraska,Montana,Nebraska,Utah,Oklahoma
167,"Which country is known as Ã–sterreich in their native language?
",Austria,Bulgaria,Germany,Austria,The Netherlands
168,"Which countrys capital city is considered de facto capital of the European Union?
",Belgiums,UKs,Hollands,Belgiums,Frances
169,"Which country has the river Danube as most of its northern border?
",Bulgaria,Austria,Hungary,Bulgaria,Romania
170,"Which EU member is divided into a Greek and a Turkish part?
",Cyprus,Greece,Slovenia,Cyprus,Bulgaria
171,"Which countrys first president was VÃ¡clav Havel, a writer and dramatist?
",Czech Republic,Hungary,Poland,Czech Republic,Slovakia
172,"Which Nordic country was first to enter the European Union?
",Denmark,Denmark,Sweden,Finland,Norway
173,"Which European Union member is home to Santa Claus?
",Finland,Finland,Cyprus,Turkey,Sweden
174,"Which of the EU founding members is the country of LibertÃ©, Ã‰galitÃ©, FraternitÃ©?
",France,France,UK,Germany,Italy
175,"Which European Union member has the greatest number of islands?
",Greece,Greece,Italy,UK,Denmark
176,"Which country is the only member of the European Union that is partly located in Africa?
",Spain,France,UK,Spain,Malta
177,"Which EU member has a significant part of its territory below sea level?
",The Netherlands,Belgium,The Netherlands,Poland,Estonia
178,"This European Union member was once known for huge migration of its people, mainly to the US and UK. Nowadays, however, it attracts many immigrants from new EU members.
",Ireland,Spain,Ireland,Italy,Germany
179,"Which EU member was the largest country in Europe in XIV century, but now has land area of just 65 000 sq. km?
",Lithuania,Denmark,Lithuania,Austria,Netherlands
180,"Which mini country was among the European Union founding members?
",Luxembourg,Luxembourg,Malta,Monaco,Liechtenstien
181,"In which European Union member the native people make up only 60% of the total population?
",Latvia,Poland,Austria,Latvia,France
182,"Which former British colony joined the European Union in 2004?
",Malta,Gibraltar,Ireland,Syria,Malta
183,"Which country is the biggest contributor to the European Union budget?
",Germany,UK,Germany,Italy,France
184,"Which country has twice rejected European Union membership in national referendums?
",Norway,Poland,Norway,Turkey,UK
185,"Which European Union member was the first country to reject communist rule and thus sparkle the liberation of so called Eastern Block?
",Poland,Czech Republic,Romania,Germany,Poland
186,"Where is the European Unions westernmost point not counting overseas territories?
",In Portugals Azores islands,In Spains Canary islands,In Portugals Azores islands,In Iceland,In Ireland
187,"Which EU member state was known to the ancient Greeks and Romans as Dacia?
",Romania,Macedonia,Bulgaria,Romania,Slovenia
188,"Which country is the youngest independent state to be a member of the European Union? (It has been an independent country only since 1993.)
",Slovakia,Montenegro,Slovenia,Slovakia,Cyprus
189,"In May 2004 the European Union accepted 10 new countries. Which of them was first to adopt the Euro as its national currency?
",Slovenia,Slovenia,Poland,Slovakia,Estonia
190,"Which country associated with banking is not a member of the European Union?
",Switzerland,Luxembourg,UK,Austria,Switzerland
191,"In which country is the European Unionâ€™s biggest lake located?
",In Sweden,In Finland,In Poland,In Sweden,In Hungary
192,"Which Muslim country was recognized as a candidate for accession in the EU on December 12th, 1999 at the Helsinki summit of the European Council?
",Turkey,Israel,Morocco,Syria,Turkey
193,"All but three European Union official languages are from the Indo-European family. They are Finnish, Estonian and which other language?
",Hungarian,Greek,Hungarian,Polsih,Bulgarian
194,"Most of the European Union members are also part of a Schengen Agreement that allows their citizens to travel without passports across the member states. Which EU member is outside of the Schengen group?
",UK,Lithuania,UK,Poland,Denmark
195,"Which member of the European Union completely surrounds two countries that are outside of the club?
",Italy,Austria,France,Spain,Italy
196,"The head of John the Baptist can be seen in the Amiens Cathedral.
",True,True,False,,
197,"Wat Chiang Man is a temple in Thailand. In it, fifteen of these animals represent a sea of unformed matter upon which the cosmos of the Chedi floats.
",Elephants,Fish,Monkeys,Birds,Elephants
198,"The Shaolin temples are perhaps the Buddhist monasteries best known in the West. The word Shaolin means this.
",Young Forest,Blue Sky,Silent Soul,Young Forest,Pure Water
199,"Which EU country or US state is not entirely situated on (an) island(s)?
",Rhode Island,UK,Hawaii,Rhode Island,Cyprus
200,"Which country or state was the first to be attacked in WWII?
",Poland,Denmark,Hawaii,Poland,US Virgin Islands
201,"Where was the colonial settlement New Amsterdam located?
",The state of New York,UK,New Jersey,Holland,The state of New York
202,"Which of these is the largest in terms of area?
",Germany,Georgia,Florida,Germany,Finland
